time,temperature_2m,relative_humidity_2m,pressure_msl,dew_point_2m
2024-11-20T18:00,18.8,89,1004.0,16.9
2024-11-20T19:00,18.5,90,1003.7,16.9
2024-11-20T20:00,17.4,98,1003.4,17.0
2024-11-20T21:00,17.0,98,1004.3,16.6
2024-11-20T22:00,17.0,94,1005.4,15.9
2024-11-20T23:00,12.6,71,1006.6,7.6
2024-11-21T00:00,12.3,46,1007.1,0.9
2024-11-21T01:00,11.1,37,1007.5,-2.9
2024-11-21T02:00,9.9,37,1008.3,-4.3
2024-11-21T03:00,8.9,39,1009.0,-4.2
2024-11-21T04:00,7.8,44,1009.4,-3.7
2024-11-21T05:00,6.4,51,1009.7,-3.0
2024-11-21T06:00,5.2,60,1010.1,-2.0
2024-11-21T07:00,4.8,64,1009.8,-1.4
2024-11-21T08:00,4.4,68,1009.7,-1.0
2024-11-21T09:00,4.9,76,1009.6,1.1
2024-11-21T10:00,7.2,66,1009.6,1.3
2024-11-21T11:00,9.6,53,1008.9,0.5
2024-11-21T12:00,11.6,42,1007.9,-1.0
2024-11-21T13:00,12.4,38,1006.4,-1.7
2024-11-21T14:00,13.1,34,1005.0,-2.5
2024-11-21T15:00,13.1,34,1003.8,-2.4
2024-11-21T16:00,12.4,35,1003.9,-2.7
2024-11-21T17:00,11.1,38,1004.3,-2.8
2024-11-21T18:00,10.8,37,1005.0,-3.2
2024-11-21T19:00,9.2,47,1006.1,-1.6
2024-11-21T20:00,9.0,46,1006.1,-2.0
2024-11-21T21:00,8.2,49,1006.9,-1.8
2024-11-21T22:00,6.6,53,1007.5,-2.4
2024-11-21T23:00,5.4,56,1007.9,-2.6
2024-11-22T00:00,4.6,57,1008.0,-3.2
2024-11-22T01:00,4.2,57,1008.4,-3.6
2024-11-22T02:00,4.0,54,1008.3,-4.5
2024-11-22T03:00,3.9,48,1008.3,-6.0
2024-11-22T04:00,2.7,50,1008.2,-6.6
2024-11-22T05:00,1.7,56,1007.9,-6.1
2024-11-22T06:00,1.1,63,1007.7,-5.2
2024-11-22T07:00,1.2,64,1007.6,-4.9
2024-11-22T08:00,1.3,64,1007.6,-4.7
2024-11-22T09:00,1.9,71,1007.5,-2.9
2024-11-22T10:00,3.7,63,1007.3,-2.7
2024-11-22T11:00,5.6,55,1007.2,-2.8
2024-11-22T12:00,6.6,46,1007.1,-4.3
2024-11-22T13:00,7.4,39,1006.9,-5.7
2024-11-22T14:00,7.8,37,1006.7,-5.9
2024-11-22T15:00,8.7,36,1006.2,-5.7
2024-11-22T16:00,8.6,38,1006.0,-5.1
2024-11-22T17:00,7.9,42,1006.2,-4.3
2024-11-22T18:00,6.7,47,1007.1,-3.9
2024-11-22T19:00,6.2,48,1007.5,-4.1
2024-11-22T20:00,6.0,49,1007.9,-3.8
2024-11-22T21:00,6.2,48,1008.3,-3.9
2024-11-22T22:00,6.5,50,1008.0,-3.2
2024-11-22T23:00,6.6,54,1008.2,-2.1
2024-11-23T00:00,7.2,57,1008.3,-0.8
2024-11-23T01:00,7.4,59,1008.3,0.0
2024-11-23T02:00,7.6,61,1008.3,0.6
2024-11-23T03:00,7.7,62,1008.4,1.0
2024-11-23T04:00,7.7,63,1008.5,1.1
2024-11-23T05:00,7.5,64,1009.2,1.1
2024-11-23T06:00,7.9,63,1009.8,1.3
2024-11-23T07:00,7.7,66,1010.5,1.6
2024-11-23T08:00,7.5,67,1011.2,1.8
2024-11-23T09:00,6.1,71,1012.2,1.3
2024-11-23T10:00,9.3,61,1013.2,2.2
2024-11-23T11:00,10.9,57,1013.8,2.8
2024-11-23T12:00,11.8,55,1013.6,3.1
2024-11-23T13:00,13.3,49,1013.5,2.9
2024-11-23T14:00,13.6,49,1013.6,3.2
2024-11-23T15:00,13.6,49,1013.6,3.1
2024-11-23T16:00,13.3,50,1014.0,2.9
2024-11-23T17:00,12.3,53,1014.2,3.1
2024-11-23T18:00,10.9,58,1014.9,3.0
2024-11-23T19:00,9.3,65,1015.6,3.1
2024-11-23T20:00,8.1,70,1016.1,3.0
2024-11-23T21:00,8.1,67,1016.3,2.4
2024-11-23T22:00,7.5,69,1017.2,2.1
2024-11-23T23:00,6.9,70,1017.9,1.8
2024-11-24T00:00,6.3,73,1018.1,1.8
2024-11-24T01:00,5.6,77,1018.1,1.8
2024-11-24T02:00,5.2,79,1018.5,1.9
2024-11-24T03:00,4.1,85,1018.4,1.7
2024-11-24T04:00,3.8,86,1018.4,1.7
2024-11-24T05:00,3.5,89,1018.6,1.9
2024-11-24T06:00,3.2,91,1019.2,1.9
2024-11-24T07:00,2.6,96,1019.6,2.0
2024-11-24T08:00,2.6,98,1020.1,2.3
2024-11-24T09:00,2.8,95,1020.7,2.1
2024-11-24T10:00,5.7,83,1021.3,3.0
2024-11-24T11:00,8.9,69,1021.1,3.6
2024-11-24T12:00,11.8,58,1020.5,3.8
2024-11-24T13:00,13.7,52,1019.3,4.1
2024-11-24T14:00,15.1,48,1018.2,4.3
2024-11-24T15:00,16.0,46,1017.5,4.3
2024-11-24T16:00,16.0,47,1016.9,4.8
2024-11-24T17:00,15.2,54,1016.8,5.9
2024-11-24T18:00,11.8,68,1017.1,6.0
2024-11-24T19:00,10.9,71,1017.7,5.9
2024-11-24T20:00,10.4,74,1018.1,5.9
2024-11-24T21:00,8.9,78,1018.4,5.3
2024-11-24T22:00,8.4,81,1018.9,5.3
2024-11-24T23:00,7.8,83,1019.3,5.0
2024-11-25T00:00,7.5,84,1019.5,5.0
2024-11-25T01:00,7.1,86,1019.3,4.9
2024-11-25T02:00,6.3,88,1019.1,4.5
2024-11-25T03:00,6.1,90,1019.1,4.6
2024-11-25T04:00,5.7,92,1019.3,4.6
2024-11-25T05:00,5.0,95,1019.5,4.2
2024-11-25T06:00,4.6,97,1019.7,4.1
2024-11-25T07:00,4.2,99,1019.7,4.0
2024-11-25T08:00,3.7,100,1020.1,3.7
2024-11-25T09:00,3.1,97,1021.1,2.7
2024-11-25T10:00,6.6,86,1021.5,4.5
2024-11-25T11:00,10.3,73,1021.5,5.7
2024-11-25T12:00,13.7,63,1020.8,6.7
2024-11-25T13:00,16.0,57,1019.6,7.6
2024-11-25T14:00,17.5,53,1018.4,7.9
2024-11-25T15:00,18.1,51,1017.6,7.8
2024-11-25T16:00,18.0,50,1016.8,7.6
2024-11-25T17:00,16.9,58,1016.8,8.5
2024-11-25T18:00,14.3,68,1017.0,8.5
2024-11-25T19:00,13.0,71,1017.3,7.8
2024-11-25T20:00,12.1,73,1017.7,7.3
2024-11-25T21:00,12.0,70,1018.4,6.6
2024-11-25T22:00,11.8,74,1018.3,7.3
2024-11-25T23:00,11.8,78,1018.3,8.2
2024-11-26T00:00,11.8,82,1017.5,8.9
2024-11-26T01:00,11.7,86,1017.3,9.4
2024-11-26T02:00,11.6,88,1016.7,9.7
2024-11-26T03:00,11.7,90,1016.2,10.0
2024-11-26T04:00,11.9,90,1015.5,10.3
2024-11-26T05:00,12.4,88,1014.9,10.5
2024-11-26T06:00,12.5,89,1014.4,10.7
2024-11-26T07:00,12.8,88,1014.4,10.8
2024-11-26T08:00,13.4,86,1014.5,11.1
2024-11-26T09:00,15.2,83,1014.8,12.3
2024-11-26T10:00,14.2,96,1015.5,13.6
2024-11-26T11:00,15.3,93,1015.8,14.2
2024-11-26T12:00,18.0,79,1015.6,14.3
2024-11-26T13:00,19.3,62,1015.0,11.8
2024-11-26T14:00,19.5,55,1014.6,10.1
2024-11-26T15:00,19.1,50,1014.7,8.4
2024-11-26T16:00,18.8,47,1015.0,7.4
2024-11-26T17:00,17.6,49,1015.6,6.7
2024-11-26T18:00,15.3,49,1016.5,4.7
2024-11-26T19:00,13.0,54,1017.2,4.0
2024-11-26T20:00,11.5,60,1017.6,4.0
2024-11-26T21:00,10.8,63,1017.8,3.9
2024-11-26T22:00,10.0,62,1018.2,3.0
2024-11-26T23:00,9.2,59,1018.0,1.7
2024-11-27T00:00,8.6,58,1017.8,0.8
2024-11-27T01:00,7.8,59,1018.2,0.3
2024-11-27T02:00,7.0,61,1018.2,-0.1
2024-11-27T03:00,6.5,62,1018.2,-0.2
2024-11-27T04:00,5.9,65,1018.7,-0.1
2024-11-27T05:00,5.5,69,1018.6,0.2
2024-11-27T06:00,5.2,71,1019.0,0.4
2024-11-27T07:00,4.9,74,1018.9,0.6
2024-11-27T08:00,4.6,77,1019.3,0.9
2024-11-27T09:00,4.5,79,1019.6,1.1
2024-11-27T10:00,7.0,71,1020.0,2.0
2024-11-27T11:00,9.4,62,1020.1,2.4
2024-11-27T12:00,11.2,57,1019.6,2.9
2024-11-27T13:00,12.8,53,1018.4,3.4
2024-11-27T14:00,13.7,51,1017.2,3.9
2024-11-27T15:00,14.3,52,1015.9,4.5
2024-11-27T16:00,14.3,54,1015.0,5.2
2024-11-27T17:00,13.7,61,1014.6,6.4
2024-11-27T18:00,11.8,70,1014.0,6.4
2024-11-27T19:00,10.5,77,1014.1,6.6
2024-11-27T20:00,10.0,80,1013.9,6.7
2024-11-27T21:00,10.9,77,1013.8,7.0
2024-11-27T22:00,10.7,79,1013.6,7.2
2024-11-27T23:00,10.4,81,1013.0,7.4
2024-11-28T00:00,10.6,85,1012.2,8.2
2024-11-28T01:00,10.9,93,1011.1,9.8
2024-11-28T02:00,11.6,98,1010.2,11.3
2024-11-28T03:00,12.0,99,1009.0,11.9
2024-11-28T04:00,12.2,96,1008.2,11.7
2024-11-28T05:00,11.6,95,1007.5,10.8
2024-11-28T06:00,12.0,92,1006.5,10.7
2024-11-28T07:00,12.0,93,1005.8,10.9
2024-11-28T08:00,12.5,93,1005.2,11.4
2024-11-28T09:00,14.4,93,1004.8,13.3
2024-11-28T10:00,15.3,94,1005.0,14.4
2024-11-28T11:00,16.1,94,1005.1,15.1
2024-11-28T12:00,17.2,91,1005.1,15.7
2024-11-28T13:00,18.3,86,1004.8,15.9
2024-11-28T14:00,16.0,88,1005.5,14.1
2024-11-28T15:00,17.9,57,1006.0,9.3
2024-11-28T16:00,16.7,45,1007.1,4.8
2024-11-28T17:00,14.7,52,1008.7,5.0
2024-11-28T18:00,12.3,54,1010.4,3.2
2024-11-28T19:00,10.7,55,1012.1,2.0
2024-11-28T20:00,9.4,57,1013.3,1.4
2024-11-28T21:00,9.9,55,1014.1,1.3
2024-11-28T22:00,8.5,58,1015.2,0.8
2024-11-28T23:00,7.4,62,1015.9,0.7
2024-11-29T00:00,6.6,64,1016.3,0.3
2024-11-29T01:00,5.7,66,1016.7,-0.2
2024-11-29T02:00,5.0,67,1016.8,-0.6
2024-11-29T03:00,4.3,69,1016.5,-0.8
2024-11-29T04:00,3.8,71,1017.2,-1.0
2024-11-29T05:00,3.4,72,1017.3,-1.1
2024-11-29T06:00,3.0,74,1017.7,-1.2
2024-11-29T07:00,2.4,77,1018.1,-1.2
2024-11-29T08:00,1.6,82,1018.6,-1.1
2024-11-29T09:00,2.1,82,1019.2,-0.6
2024-11-29T10:00,4.5,71,1019.3,-0.3
2024-11-29T11:00,7.1,60,1019.2,-0.2
2024-11-29T12:00,8.7,53,1018.8,-0.5
2024-11-29T13:00,9.6,47,1017.7,-1.2
2024-11-29T14:00,10.2,44,1016.7,-1.7
2024-11-29T15:00,10.9,39,1015.8,-2.4
2024-11-29T16:00,10.8,39,1015.5,-2.5
2024-11-29T17:00,10.3,40,1015.7,-2.6
2024-11-29T18:00,8.7,45,1016.3,-2.6
2024-11-29T19:00,7.1,51,1017.5,-2.4
2024-11-29T20:00,5.7,51,1018.4,-3.7
2024-11-29T21:00,4.4,62,1019.2,-2.4
2024-11-29T22:00,3.5,51,1019.9,-5.6
2024-11-29T23:00,2.3,46,1021.1,-8.2
2024-11-30T00:00,1.4,47,1021.7,-8.8
2024-11-30T01:00,0.8,49,1022.3,-8.7
2024-11-30T02:00,0.0,55,1022.7,-8.0
2024-11-30T03:00,-1.0,63,1022.6,-7.2
2024-11-30T04:00,-1.1,65,1022.6,-6.8
2024-11-30T05:00,-1.2,67,1022.2,-6.6
2024-11-30T06:00,-1.2,68,1022.4,-6.4
2024-11-30T07:00,-0.5,60,1022.8,-7.4
2024-11-30T08:00,-0.6,57,1023.6,-8.1
2024-11-30T09:00,-1.4,68,1024.4,-6.6
2024-11-30T10:00,1.0,58,1024.6,-6.3
2024-11-30T11:00,3.0,43,1024.9,-8.2
2024-11-30T12:00,4.1,37,1024.7,-9.4
2024-11-30T13:00,4.9,35,1023.8,-9.2
2024-11-30T14:00,5.6,34,1023.2,-9.0
2024-11-30T15:00,6.0,32,1022.5,-9.3
2024-11-30T16:00,6.1,31,1022.1,-9.7
2024-11-30T17:00,5.6,31,1022.4,-10.2
2024-11-30T18:00,3.2,39,1022.9,-9.3
2024-11-30T19:00,2.1,45,1023.2,-8.6
2024-11-30T20:00,2.1,49,1023.2,-7.5
2024-11-30T21:00,1.3,64,1023.0,-4.7
2024-11-30T22:00,1.9,61,1023.2,-4.9
2024-11-30T23:00,2.0,55,1023.5,-6.2
2024-12-01T00:00,1.6,54,1023.6,-6.8
2024-12-01T01:00,0.9,58,1023.7,-6.4
2024-12-01T02:00,0.2,62,1023.6,-6.2
2024-12-01T03:00,-0.4,67,1023.5,-5.9
2024-12-01T04:00,0.7,68,1023.7,-4.6
2024-12-01T05:00,0.2,74,1023.4,-3.9
2024-12-01T06:00,0.1,74,1023.5,-3.9
2024-12-01T07:00,-0.3,74,1023.6,-4.3
2024-12-01T08:00,-0.6,79,1023.8,-3.8
2024-12-01T09:00,-0.1,76,1024.3,-3.8
2024-12-01T10:00,2.5,60,1024.4,-4.6
2024-12-01T11:00,5.1,49,1024.0,-4.7
2024-12-01T12:00,7.0,45,1023.3,-4.2
2024-12-01T13:00,8.3,43,1022.2,-3.7
2024-12-01T14:00,9.1,41,1021.3,-3.6
2024-12-01T15:00,9.3,38,1020.3,-4.3
2024-12-01T16:00,9.2,38,1019.7,-4.3
2024-12-01T17:00,7.3,53,1019.9,-1.8
2024-12-01T18:00,3.7,57,1020.3,-3.9
2024-12-01T19:00,2.5,65,1020.4,-3.5
2024-12-01T20:00,2.2,70,1020.8,-2.7
2024-12-01T21:00,5.8,61,1021.3,-1.1
2024-12-01T22:00,5.4,56,1022.1,-2.6
2024-12-01T23:00,4.9,52,1022.7,-4.3
2024-12-02T00:00,4.6,44,1023.1,-6.8
2024-12-02T01:00,4.1,43,1023.2,-7.4
2024-12-02T02:00,3.7,44,1023.4,-7.4
2024-12-02T03:00,3.3,45,1023.4,-7.4
2024-12-02T04:00,2.8,48,1024.0,-7.1
2024-12-02T05:00,1.9,52,1024.2,-6.9
2024-12-02T06:00,0.1,60,1024.6,-6.8
2024-12-02T07:00,-1.1,64,1025.2,-7.0
2024-12-02T08:00,-1.7,65,1025.9,-7.4
2024-12-02T09:00,-0.5,68,1026.1,-5.6
2024-12-02T10:00,1.3,53,1026.6,-7.2
2024-12-02T11:00,2.8,44,1026.9,-8.4
2024-12-02T12:00,3.8,40,1026.7,-8.7
2024-12-02T13:00,4.5,38,1025.8,-8.7
2024-12-02T14:00,5.3,35,1025.1,-9.1
2024-12-02T15:00,5.5,35,1024.5,-8.9
2024-12-02T16:00,5.5,34,1023.8,-9.0
2024-12-02T17:00,5.1,36,1024.1,-8.9
2024-12-02T18:00,3.3,43,1024.5,-8.2
2024-12-02T19:00,1.4,54,1025.0,-6.9
2024-12-02T20:00,0.2,62,1025.6,-6.3
2024-12-02T21:00,-0.9,66,1026.3,-6.4
2024-12-02T22:00,-1.2,68,1026.6,-6.3
2024-12-02T23:00,-1.9,72,1027.0,-6.4
2024-12-03T00:00,-1.5,62,1027.4,-7.8
2024-12-03T01:00,-1.2,57,1027.6,-8.6
2024-12-03T02:00,-0.6,55,1027.8,-8.5
2024-12-03T03:00,-0.5,56,1027.8,-8.3
2024-12-03T04:00,-0.7,58,1028.0,-7.9
2024-12-03T05:00,-1.2,65,1028.1,-6.9
2024-12-03T06:00,-1.4,66,1028.2,-7.0
2024-12-03T07:00,-1.7,62,1028.6,-7.9
2024-12-03T08:00,-2.9,66,1029.5,-8.5
2024-12-03T09:00,-2.5,69,1030.7,-7.4
2024-12-03T10:00,-0.6,58,1031.1,-7.9
2024-12-03T11:00,0.9,49,1031.3,-8.7
2024-12-03T12:00,2.0,44,1031.4,-9.1
2024-12-03T13:00,2.9,41,1030.5,-9.2
2024-12-03T14:00,3.5,39,1029.9,-9.0
2024-12-03T15:00,3.9,38,1029.2,-9.2
2024-12-03T16:00,3.9,38,1029.1,-9.3
2024-12-03T17:00,3.4,38,1029.5,-9.5
2024-12-03T18:00,1.3,48,1029.9,-8.4
2024-12-03T19:00,-0.4,59,1030.0,-7.6
2024-12-03T20:00,-1.1,62,1030.5,-7.4
2024-12-03T21:00,-0.8,58,1031.0,-8.1
2024-12-03T22:00,-0.9,57,1031.3,-8.5
2024-12-03T23:00,-1.6,56,1031.5,-9.3
2024-12-04T00:00,-2.3,59,1031.6,-9.2
2024-12-04T01:00,-2.9,62,1031.4,-9.2
2024-12-04T02:00,-3.4,65,1030.8,-9.1
2024-12-04T03:00,-3.6,66,1030.5,-9.1
2024-12-04T04:00,-4.0,68,1030.5,-9.0
2024-12-04T05:00,-4.5,72,1030.2,-8.7
2024-12-04T06:00,-4.5,75,1030.0,-8.3
2024-12-04T07:00,-4.4,75,1029.5,-8.2
2024-12-04T08:00,-4.5,77,1029.4,-8.0
2024-12-04T09:00,-4.7,76,1030.2,-8.2
2024-12-04T10:00,-1.9,64,1030.0,-7.9
2024-12-04T11:00,1.2,50,1029.6,-8.2
2024-12-04T12:00,3.5,38,1028.7,-9.6
2024-12-04T13:00,5.1,32,1026.8,-10.2
2024-12-04T14:00,6.2,31,1025.2,-9.8
2024-12-04T15:00,7.2,29,1023.4,-9.7
2024-12-04T16:00,7.2,29,1021.8,-9.5
2024-12-04T17:00,6.2,35,1021.1,-8.1
2024-12-04T18:00,4.0,41,1020.7,-8.1
2024-12-04T19:00,3.1,44,1020.3,-7.9
2024-12-04T20:00,3.1,45,1019.7,-7.7
2024-12-04T21:00,4.3,51,1019.0,-5.0
2024-12-04T22:00,4.6,50,1018.1,-4.9
2024-12-04T23:00,4.7,49,1017.1,-5.1
2024-12-05T00:00,4.7,48,1016.2,-5.4
2024-12-05T01:00,5.0,47,1015.2,-5.4
2024-12-05T02:00,5.4,47,1014.2,-5.1
2024-12-05T03:00,5.7,46,1012.8,-4.9
2024-12-05T04:00,5.8,47,1011.9,-4.7
2024-12-05T05:00,6.1,47,1011.4,-4.4
2024-12-05T06:00,6.2,49,1010.8,-3.8
2024-12-05T07:00,6.6,51,1010.7,-2.9
2024-12-05T08:00,7.1,52,1011.0,-2.0
2024-12-05T09:00,7.5,53,1010.3,-1.4
2024-12-05T10:00,9.5,54,1010.6,0.6
2024-12-05T11:00,11.4,54,1011.4,2.4
2024-12-05T12:00,12.3,49,1012.6,1.8
2024-12-05T13:00,10.4,46,1013.7,-0.6
2024-12-05T14:00,9.3,42,1014.4,-2.8
2024-12-05T15:00,7.5,36,1015.7,-6.6
2024-12-05T16:00,6.7,34,1016.4,-8.1
2024-12-05T17:00,5.3,34,1017.6,-9.3
2024-12-05T18:00,3.1,37,1019.1,-10.3
2024-12-05T19:00,1.3,36,1020.9,-12.2
2024-12-05T20:00,-0.4,39,1022.4,-12.8
2024-12-05T21:00,1.6,36,1022.1,-12.0
2024-12-05T22:00,0.0,38,1023.3,-12.5
2024-12-05T23:00,-1.3,38,1024.2,-13.7
2024-12-06T00:00,-2.1,41,1024.9,-13.6
2024-12-06T01:00,-2.8,44,1025.2,-13.3
2024-12-06T02:00,-3.2,47,1025.2,-12.9
2024-12-06T03:00,-3.6,50,1025.2,-12.5
2024-12-06T04:00,-3.8,52,1025.6,-12.3
2024-12-06T05:00,-4.0,52,1025.7,-12.3
2024-12-06T06:00,-4.1,53,1026.0,-12.2
2024-12-06T07:00,-4.3,55,1026.4,-12.0
2024-12-06T08:00,-4.4,57,1026.9,-11.6
2024-12-06T09:00,-3.7,48,1027.3,-13.1
2024-12-06T10:00,-1.8,40,1027.6,-13.5
2024-12-06T11:00,-0.2,40,1028.0,-12.3
2024-12-06T12:00,1.1,37,1028.1,-12.0
2024-12-06T13:00,2.1,34,1027.4,-12.1
2024-12-06T14:00,2.7,33,1026.5,-12.1
2024-12-06T15:00,2.9,32,1026.0,-12.3
2024-12-06T16:00,2.7,31,1025.5,-12.7
2024-12-06T17:00,1.9,34,1025.7,-12.2
2024-12-06T18:00,-1.4,46,1026.1,-11.4
2024-12-06T19:00,-2.5,51,1026.5,-11.2
2024-12-06T20:00,-2.9,53,1026.7,-11.1
2024-12-06T21:00,-2.9,59,1026.8,-9.9
2024-12-06T22:00,-2.9,59,1027.0,-9.9
2024-12-06T23:00,-3.1,58,1027.2,-10.2
2024-12-07T00:00,-3.1,57,1028.0,-10.5
2024-12-07T01:00,-3.4,56,1028.1,-10.9
2024-12-07T02:00,-3.8,58,1027.9,-10.8
2024-12-07T03:00,-3.8,58,1027.7,-10.8
2024-12-07T04:00,-4.0,59,1027.5,-10.7
2024-12-07T05:00,-4.1,62,1027.2,-10.4
2024-12-07T06:00,-3.9,62,1027.0,-10.1
2024-12-07T07:00,-4.1,64,1027.5,-9.9
2024-12-07T08:00,-3.9,66,1028.3,-9.3
2024-12-07T09:00,-5.1,70,1029.6,-9.7
2024-12-07T10:00,-2.1,53,1029.6,-10.4
2024-12-07T11:00,1.5,37,1029.4,-11.6
2024-12-07T12:00,4.0,28,1028.6,-12.8
2024-12-07T13:00,5.7,23,1027.5,-13.9
2024-12-07T14:00,7.0,20,1026.3,-14.3
2024-12-07T15:00,7.7,20,1024.9,-13.7
2024-12-07T16:00,7.8,21,1024.1,-13.3
2024-12-07T17:00,6.5,26,1024.0,-11.6
2024-12-07T18:00,2.7,35,1023.6,-11.1
2024-12-07T19:00,2.4,37,1023.6,-11.0
2024-12-07T20:00,1.9,38,1023.6,-10.8
2024-12-07T21:00,2.1,53,1023.4,-6.6
2024-12-07T22:00,1.4,55,1023.2,-6.5
2024-12-07T23:00,0.9,57,1023.0,-6.6
2024-12-08T00:00,0.9,58,1022.7,-6.4
2024-12-08T01:00,0.9,60,1022.3,-6.0
2024-12-08T02:00,0.8,63,1021.8,-5.5
2024-12-08T03:00,0.7,65,1021.1,-5.2
2024-12-08T04:00,0.6,67,1021.1,-4.8
2024-12-08T05:00,0.6,69,1020.5,-4.4
2024-12-08T06:00,0.6,71,1020.4,-4.0
2024-12-08T07:00,0.6,73,1020.5,-3.7
2024-12-08T08:00,0.7,74,1020.8,-3.4
2024-12-08T09:00,1.8,66,1020.7,-3.9
2024-12-08T10:00,4.4,62,1021.0,-2.2
2024-12-08T11:00,7.0,56,1020.8,-1.2
2024-12-08T12:00,9.7,51,1020.2,-0.1
2024-12-08T13:00,12.5,46,1019.3,1.2
2024-12-08T14:00,14.7,42,1018.6,2.0
2024-12-08T15:00,15.7,42,1018.0,2.7
2024-12-08T16:00,15.8,44,1017.5,3.6
2024-12-08T17:00,14.7,47,1017.6,3.6
2024-12-08T18:00,12.2,53,1018.0,3.0
2024-12-08T19:00,10.7,58,1018.8,2.7
2024-12-08T20:00,9.6,62,1019.1,2.7
2024-12-08T21:00,11.1,56,1018.6,2.7
2024-12-08T22:00,10.5,59,1018.8,2.7
2024-12-08T23:00,9.9,60,1018.5,2.5
2024-12-09T00:00,9.3,62,1018.3,2.4
2024-12-09T01:00,8.7,62,1018.3,1.9
2024-12-09T02:00,8.6,61,1018.0,1.4
2024-12-09T03:00,8.3,60,1017.6,1.0
2024-12-09T04:00,7.7,62,1018.1,0.9
2024-12-09T05:00,8.1,62,1017.8,1.1
2024-12-09T06:00,7.9,66,1018.5,2.0
2024-12-09T07:00,6.5,93,1018.6,5.5
2024-12-09T08:00,6.9,96,1019.2,6.3
2024-12-09T09:00,8.2,97,1020.0,7.7
2024-12-09T10:00,8.5,97,1019.5,8.0
2024-12-09T11:00,9.0,94,1019.8,8.1
2024-12-09T12:00,9.5,93,1019.2,8.5
2024-12-09T13:00,10.0,89,1017.9,8.2
2024-12-09T14:00,10.8,80,1017.5,7.5
2024-12-09T15:00,11.4,78,1016.5,7.7
2024-12-09T16:00,11.8,72,1016.3,6.9
2024-12-09T17:00,12.6,71,1016.4,7.5
2024-12-09T18:00,12.1,76,1017.0,8.0
2024-12-09T19:00,12.5,77,1017.3,8.6
2024-12-09T20:00,12.4,80,1017.5,9.0
2024-12-09T21:00,11.7,91,1018.1,10.2
2024-12-09T22:00,11.8,91,1018.1,10.4
2024-12-09T23:00,11.8,92,1018.1,10.5
2024-12-10T00:00,11.8,93,1018.0,10.7
2024-12-10T01:00,11.6,95,1017.8,10.8
2024-12-10T02:00,11.1,96,1017.4,10.5
2024-12-10T03:00,11.2,96,1017.3,10.6
2024-12-10T04:00,11.5,96,1017.3,10.9
2024-12-10T05:00,11.6,97,1017.1,11.1
2024-12-10T06:00,11.7,98,1017.2,11.3
2024-12-10T07:00,11.8,98,1017.3,11.6
2024-12-10T08:00,11.9,99,1017.5,11.8
2024-12-10T09:00,12.7,99,1017.5,12.6
2024-12-10T10:00,14.0,98,1017.5,13.7
2024-12-10T11:00,15.8,93,1017.9,14.6
2024-12-10T12:00,17.5,86,1017.3,15.1
2024-12-10T13:00,19.3,77,1016.1,15.1
2024-12-10T14:00,19.8,75,1015.6,15.2
2024-12-10T15:00,19.9,74,1014.8,15.0
2024-12-10T16:00,20.1,73,1014.2,15.2
2024-12-10T17:00,20.0,75,1014.1,15.3
2024-12-10T18:00,18.0,86,1014.3,15.7
2024-12-10T19:00,16.6,92,1014.3,15.3
2024-12-10T20:00,16.5,93,1013.8,15.4
2024-12-10T21:00,16.1,98,1014.7,15.8
2024-12-10T22:00,16.0,98,1014.1,15.7
2024-12-10T23:00,16.0,98,1013.3,15.8
2024-12-11T00:00,16.5,96,1012.5,15.9
2024-12-11T01:00,16.5,95,1011.5,15.7
2024-12-11T02:00,16.5,95,1010.7,15.6
2024-12-11T03:00,16.3,97,1010.0,15.7
2024-12-11T04:00,16.3,97,1008.8,15.7
2024-12-11T05:00,16.3,97,1008.3,15.8
2024-12-11T06:00,16.8,95,1007.3,16.0
2024-12-11T07:00,17.3,92,1006.6,16.0
2024-12-11T08:00,16.9,95,1006.2,16.1
2024-12-11T09:00,16.5,98,1007.3,16.2
2024-12-11T10:00,16.3,95,1007.5,15.6
2024-12-11T11:00,15.2,95,1006.7,14.4
2024-12-11T12:00,15.4,97,1005.6,14.9
2024-12-11T13:00,15.9,97,1003.8,15.4
2024-12-11T14:00,16.6,98,1001.7,16.3
2024-12-11T15:00,15.9,96,1001.8,15.2
2024-12-11T16:00,10.0,93,1004.6,8.9
2024-12-11T17:00,7.5,88,1007.8,5.7
2024-12-11T18:00,7.7,65,1009.4,1.5
2024-12-11T19:00,7.8,54,1012.2,-1.0
2024-12-11T20:00,6.0,47,1014.7,-4.4
2024-12-11T21:00,5.0,48,1016.5,-5.1
2024-12-11T22:00,3.9,48,1018.1,-6.2
2024-12-11T23:00,2.9,51,1019.4,-6.2
2024-12-12T00:00,2.4,55,1021.0,-5.8
2024-12-12T01:00,2.0,57,1022.4,-5.6
2024-12-12T02:00,1.5,61,1023.1,-5.2
2024-12-12T03:00,1.2,65,1023.5,-4.7
2024-12-12T04:00,1.1,67,1024.0,-4.3
2024-12-12T05:00,1.0,71,1024.5,-3.8
2024-12-12T06:00,0.9,72,1025.4,-3.5
2024-12-12T07:00,1.1,71,1026.1,-3.6
2024-12-12T08:00,1.0,68,1027.1,-4.3
2024-12-12T09:00,0.1,77,1027.7,-3.4
2024-12-12T10:00,2.5,64,1028.5,-3.6
2024-12-12T11:00,4.8,49,1029.1,-4.9
2024-12-12T12:00,6.0,38,1029.6,-7.1
